SPP,SEX,AGE,BIOYR,CALYR,MMDD,x,y,SAMPLE_MET,ANYPOSNO,Id
MD,M,>=2,2007,2007,0115,481046.530000,4535521.620000,Harvest,NEG,16618
MD,F,>=2,2007,2007,099,481054.390000,4537586.140000,Harvest,NEG,16618
MD,M,>=2,2007,2007,01119,481059.540000,4483709.080000,Harvest,NEG,16600
MD,M,1,2007,2007,01114,481132.160000,4495914.350000,Harvest,NEG,16604
MD,M,>=2,2007,2007,01116,481147.300000,4504683.660000,Harvest,NEG,16607
MD,M,>=2,2007,2007,0114,481156.310000,4507038.170000,Harvest,POS,16608
MD,F,<1,2007,2008,0114,481300.310000,4461920.780000,Harvest,NEG,16593
MD,F,>=2,2007,2008,0114,481300.310000,4461920.780000,Harvest,NEG,16593
MD,M,>=2,2007,2007,01129,481300.310000,4461920.780000,Harvest,NEG,16593
MD,F,>=2,2007,2008,027,481314.120000,4461115.030000,Harvest,POS,16593
MD,M,>=2,2007,2008,027,481314.120000,4461115.030000,Harvest,POS,16593
MD,M,1,2007,2007,0922,481791.920000,4482109.790000,Harvest,NEG,16600
MD,M,1,2007,2007,01027,481857.350000,4491706.190000,Harvest,NEG,16603
MD,M,1,2007,2007,01024,481926.660000,4498294.430000,Harvest,NEG,16605
MD,M,>=2,2007,2007,01024,481926.660000,4498294.430000,Harvest,NEG,16605
MD,M,>=2,2007,2007,01118,481956.310000,4507038.170000,Harvest,NEG,16608
MD,M,1,2007,2007,01028,481983.940000,4519938.870000,Harvest,NEG,16612
MD,M,>=2,2007,2007,01015,482478.500000,4473292.180000,Harvest,POS,16746
MD,M,>=2,2007,2007,01128,482487.880000,4471673.040000,Harvest,NEG,16745
MD,M,>=2,2007,2007,01016,482487.880000,4472473.040000,Harvest,NEG,16746
MD,M,>=2,2007,2007,01111,482488.100000,4469255.340000,Harvest,NEG,16745
MD,M,1,2007,2007,01118,482589.740000,4482135.110000,Harvest,NEG,16749
MD,F,>=2,2007,2007,0123,482683.490000,4535513.350000,Harvest,NEG,16767
MD,M,>=2,2007,2007,01115,482683.490000,4535513.350000,Harvest,POS,16767
MD,M,>=2,2007,2007,01026,482717.960000,4498324.940000,Harvest,NEG,16754
MD,F,>=2,2007,2007,0123,482823.470000,4463525.010000,Harvest,NEG,16743
MD,M,>=2,2007,2007,0112,482823.470000,4463525.010000,Harvest,NEG,16743
MD,M,>=2,2007,2007,01115,483288.100000,4469255.340000,Harvest,NEG,16745
MD,M,>=2,2007,2008,0129,483299.280000,4478933.560000,Harvest,NEG,16748
MD,M,>=2,2007,2008,0129,483299.280000,4478933.560000,Harvest,POS,16748
MD,F,>=2,2007,2007,01113,483389.740000,4482135.110000,Harvest,NEG,16749
MD,M,>=2,2007,2007,0112,483519.300000,4494229.900000,Harvest,NEG,16753
MD,M,1,2007,2007,01028,483523.750000,4500742.450000,Harvest,NEG,16755
MD,M,>=2,2007,2007,01026,483554.530000,4507827.750000,Harvest,NEG,16757
MD,F,>=2,2007,2008,0226,483651.540000,4462700.960000,Harvest,NEG,16742
MD,M,>=2,2007,2007,0123,484095.570000,4478933.830000,Harvest,POS,16748
MD,F,>=2,2007,2008,0116,484110.290000,4470886.310000,Harvest,NEG,16745
MD,M,>=2,2007,2008,0128,484110.290000,4470886.310000,Harvest,POS,16745
MD,M,>=2,2007,2007,01228,484137.380000,4479756.840000,Harvest,NEG,16748
MD,M,>=2,2007,2007,0113,484144.060000,4467679.690000,Harvest,NEG,16744
MD,M,>=2,2007,2007,0118,484239.460000,4490102.920000,Harvest,NEG,16752
MD,M,1,2007,2007,01121,484336.720000,4498341.490000,Harvest,NEG,16754
MD,M,>=2,2007,2007,01117,484343.460000,4496733.240000,Harvest,NEG,16754
MD,M,>=2,2007,2007,01117,484343.460000,4496733.240000,Harvest,NEG,16754
MD,M,>=2,2007,2007,01117,484351.670000,4505455.710000,Harvest,NEG,16757
MD,F,1,2007,2008,0128,484390.870000,4520712.050000,Harvest,NEG,16762
MD,F,>=2,2007,2007,01023,484895.570000,4478933.830000,Harvest,NEG,16748
MD,M,1,2007,2007,01117,484921.030000,4468486.920000,Harvest,NEG,16744
MD,M,1,2007,2007,01231,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2007,2007,01113,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2007,2007,0112,484937.380000,4480556.840000,Harvest,NEG,16748
MD,M,>=2,2007,2007,01110,484937.380000,4480556.840000,Harvest,NEG,16748
MD,M,>=2,2007,2007,01119,484944.060000,4467679.690000,Harvest,NEG,16744
MD,M,>=2,2007,2007,01117,484944.060000,4467679.690000,Harvest,NEG,16744
MD,M,>=2,2007,2007,0119,485053.530000,4490942.910000,Harvest,NEG,16901
MD,M,>=2,2007,2007,01117,485118.440000,4495026.240000,Harvest,POS,16902
MD,M,>=2,2007,2007,01114,485127.170000,4530495.190000,Harvest,NEG,16914
MD,M,>=2,2007,2007,01025,485136.070000,4499939.620000,Harvest,NEG,16904
MD,M,>=2,2007,2007,098,485137.210000,4533722.870000,Harvest,POS,16915
MD,M,>=2,2007,2007,01120,485139.720000,4531318.600000,Harvest,NEG,16914
MD,M,1,2007,2007,01024,485139.720000,4532118.600000,Harvest,NEG,16915
MD,M,>=2,2007,2007,01119,485139.720000,4532118.600000,Harvest,NEG,16915
MD,F,>=2,2007,2008,017,485140.470000,4501540.410000,Harvest,NEG,16904
MD,F,>=2,2007,2008,0122,485140.470000,4501540.410000,Harvest,POS,16904
MD,M,>=2,2007,2007,01119,485149.040000,4509474.430000,Harvest,NEG,16907
MD,M,1,2007,2007,01026,485190.870000,4519912.050000,Harvest,NEG,16910
MD,M,1,2007,2007,01118,485748.280000,4468488.940000,Harvest,NEG,16893
MD,M,>=2,2007,2007,0115,485748.280000,4468488.940000,Harvest,POS,16893
MD,M,<1,2007,2008,0128,485825.680000,4482127.610000,Harvest,NEG,16898
MD,M,1,2007,2007,01021,485847.490000,4483730.300000,Harvest,NEG,16898
MD,M,>=2,2007,2007,01023,485943.320000,4496719.720000,Harvest,NEG,16903
MD,M,>=2,2007,2007,0115,485954.360000,4508673.070000,Harvest,NEG,16907
MD,M,>=2,2007,2007,01025,485954.910000,4503884.150000,Harvest,NEG,16905
MD,M,>=2,2007,2007,01120,486750.360000,4506252.600000,Harvest,NEG,16906
MD,M,>=2,2007,2007,01120,486750.360000,4506252.600000,Harvest,NEG,16906
MD,M,>=2,2007,2007,098,486754.360000,4509473.070000,Harvest,NEG,16907
MD,M,>=2,2007,2007,01119,486794.220000,4531921.240000,Harvest,POS,16914
MD,F,1,2007,2007,0112,486811.270000,4515879.600000,Harvest,NEG,16909
MD,F,<1,2007,2007,0112,486811.270000,4515879.600000,Harvest,NEG,16909
MD,M,>=2,2007,2007,01119,487388.050000,4470851.440000,Harvest,POS,16894
MD,M,>=2,2007,2008,0116,487413.100000,4474063.670000,Harvest,NEG,16895
MD,M,>=2,2007,2007,01119,487433.780000,4476507.970000,Harvest,NEG,16896
MD,M,>=2,2007,2007,0118,487448.460000,4483738.930000,Harvest,NEG,16898
MD,M,>=2,2007,2007,01022,487450.640000,4482123.130000,Harvest,NEG,16898
MD,M,>=2,2007,2007,01025,487544.120000,4494216.450000,Harvest,POS,16902
MD,M,>=2,2007,2007,01119,487629.930000,4521446.980000,Harvest,NEG,16911
MD,M,>=2,2007,2007,01116,488380.060000,4513470.210000,Harvest,NEG,17057
MD,M,>=2,2007,2007,01025,488438.990000,4520646.840000,Harvest,NEG,17060
MD,M,>=2,2007,2007,01025,489225.290000,4519049.230000,Harvest,NEG,17059
MD,M,>=2,2007,2007,0116,490046.220000,4523865.640000,Harvest,NEG,17061
MD,M,>=2,2008,2009,,409669.670000,4537648.800000,Harvest,NEG,13042
MD,M,>=2,2008,2009,,410554.000000,4536237.000000,Harvest,NEG,13191
MD,M,>=2,2008,2009,,411310.370000,4537980.420000,Harvest,NEG,13191
MD,F,>=2,2008,2009,,419216.140000,4533345.820000,Harvest,NEG,13637
MD,M,1,2008,2009,,422433.830000,4522782.580000,Harvest,NEG,13782
MD,F,>=2,2008,2009,,427494.430000,4534090.280000,Harvest,POS,13935
MD,M,1,2008,2009,,433027.960000,4530667.590000,Harvest,NEG,14232
MD,M,>=2,2008,2009,,443392.260000,4529712.180000,Harvest,NEG,14828
MD,M,1,2008,2009,,447244.310000,4515606.050000,Harvest,NEG,14972
MD,M,>=2,2008,2009,,447374.740000,4506823.840000,Harvest,NEG,14969
MD,F,>=2,2008,2009,,447412.050000,4533588.710000,Harvest,NEG,14978
MD,M,>=2,2008,2009,,447432.820000,4534376.660000,Harvest,POS,14978
MD,M,>=2,2008,2009,,447538.620000,4506100.760000,Harvest,NEG,14969
MD,M,1,2008,2009,,448153.180000,4511604.700000,Harvest,NEG,14971
MD,M,>=2,2008,2009,,448974.760000,4521892.040000,Harvest,POS,14974
MD,M,1,2008,2009,,449090.110000,4510748.870000,Harvest,NEG,15119
MD,M,>=2,2008,2009,,450296.360000,4528058.790000,Harvest,NEG,15125
MD,F,>=2,2008,2009,,450488.160000,4532830.710000,Harvest,NEG,15127
MD,M,>=2,2008,2009,,452222.460000,4535226.710000,Harvest,POS,15277
MD,M,>=2,2008,2009,,452409.400000,4506046.900000,Harvest,NEG,15267
MD,F,>=2,2008,2009,,452750.000000,4524555.660000,Harvest,NEG,15273
MD,M,>=2,2008,2009,,455080.610000,4521402.090000,Harvest,NEG,15421
MD,M,>=2,2008,2009,,456629.900000,4524157.510000,Harvest,NEG,15422
MD,M,>=2,2008,2009,,456855.330000,4535524.590000,Harvest,NEG,15426
MD,M,>=2,2008,2009,,457429.180000,4522505.460000,Harvest,NEG,15421
MD,M,1,2008,2009,,457668.000000,4536858.000000,Harvest,POS,15426
MD,M,>=2,2008,2009,,459163.650000,4533168.520000,Harvest,NEG,15574
MD,M,>=2,2008,2009,,459389.070000,4511695.180000,Harvest,NEG,15567
MD,M,>=2,2008,2009,,459898.050000,4522497.540000,Harvest,NEG,15570
MD,M,1,2008,2009,,461447.920000,4531510.340000,Harvest,NEG,15722
MD,M,>=2,2008,2009,,461447.920000,4531510.340000,Harvest,NEG,15722
MD,M,>=2,2008,2009,,461447.920000,4531510.340000,Harvest,NEG,15722
MD,M,>=2,2008,2009,,461833.300000,4507733.940000,Harvest,NEG,15714
MD,M,1,2008,2009,,462323.820000,4526554.870000,Harvest,NEG,15721
MD,M,>=2,2008,2009,,462586.450000,4514018.850000,Harvest,NEG,15717
MD,M,>=2,2008,2009,,462586.450000,4514018.850000,Harvest,NEG,15717
MD,M,>=2,2008,2009,,463166.980000,4524095.050000,Harvest,NEG,15720
MD,M,>=2,2008,2009,,463380.950000,4513244.180000,Harvest,NEG,15716
MD,M,>=2,2008,2009,,463400.020000,4510909.250000,Harvest,POS,15715
MD,M,>=2,2008,2009,,463477.740000,4507749.560000,Harvest,POS,15714
MD,M,>=2,2008,2009,,463989.370000,4518342.840000,Harvest,NEG,15718
MD,M,>=2,2008,2009,,463994.920000,4526560.640000,Harvest,NEG,15721
MD,M,>=2,2008,2009,,464803.720000,4527334.780000,Harvest,POS,15870
MD,F,1,2008,2009,,464986.400000,4510134.590000,Harvest,NEG,15864
MD,F,>=2,2008,2009,,464986.400000,4510134.590000,Harvest,NEG,15864
MD,M,>=2,2008,2009,,465595.810000,4524931.590000,Harvest,NEG,15869
MD,M,1,2008,2009,,466341.510000,4534761.840000,Harvest,NEG,15872
MD,M,>=2,2008,2009,,466541.540000,4499067.110000,Harvest,NEG,15861
MD,M,>=2,2008,2009,,466609.270000,4510943.900000,Harvest,NEG,15864
MD,M,>=2,2008,2009,,466615.070000,4513317.980000,Harvest,NEG,15865
MD,M,<1,2008,2009,,466680.050000,4507719.660000,Harvest,NEG,15863
MD,M,>=2,2008,2009,,467141.510000,4534761.840000,Harvest,NEG,16021
MD,M,>=2,2008,2009,,468120.440000,4518367.240000,Harvest,NEG,16016
MD,M,>=2,2008,2009,,468249.020000,4511747.070000,Harvest,NEG,16014
MD,F,>=2,2008,2009,,468315.030000,4506937.330000,Harvest,NEG,16012
MD,M,>=2,2008,2009,,468786.270000,4533065.520000,Harvest,NEG,16021
MD,M,1,2008,2009,,468864.130000,4487517.040000,Harvest,NEG,16006
MD,M,1,2008,2009,,468968.400000,4498261.900000,Harvest,NEG,16009
MD,M,1,2008,2009,,469030.220000,4513342.580000,Harvest,NEG,16014
MD,M,>=2,2008,2009,,469637.980000,4533079.800000,Harvest,NEG,16021
MD,M,1,2008,2009,,469758.940000,4494106.060000,Harvest,NEG,16008
MD,M,>=2,2008,2009,,469781.650000,4495820.550000,Harvest,NEG,16008
MD,M,>=2,2008,2009,,469852.570000,4514171.050000,Harvest,NEG,16015
MD,M,>=2,2008,2009,,469951.540000,4509371.860000,Harvest,NEG,16013
MD,M,>=2,2008,2009,,470429.420000,4535563.590000,Harvest,NEG,16171
MD,M,>=2,2008,2009,,470429.420000,4535563.590000,Harvest,POS,16171
MD,M,>=2,2008,2009,,470557.670000,4519159.670000,Harvest,NEG,16165
MD,M,>=2,2008,2009,,470652.570000,4514171.050000,Harvest,NEG,16164
MD,M,1,2008,2009,,470740.570000,4507740.700000,Harvest,NEG,16161
MD,M,>=2,2008,2009,,471089.000000,4536398.000000,Harvest,NEG,16171
MD,F,>=2,2008,2009,,471320.420000,4528975.650000,Harvest,NEG,16168
MD,M,1,2008,2009,,471397.760000,4519967.310000,Harvest,NEG,16165
MD,F,>=2,2008,2009,,471397.760000,4519967.310000,Harvest,NEG,16165
MD,M,>=2,2008,2009,,471403.780000,4517464.310000,Harvest,NEG,16165
MD,F,>=2,2008,2009,,471705.100000,4457195.360000,Harvest,NEG,16145
MD,F,1,2008,2009,,471705.100000,4457995.360000,Harvest,NEG,16145
MD,F,>=2,2008,2009,,471705.100000,4457995.360000,Harvest,NEG,16145
MD,M,>=2,2008,2009,,472120.420000,4528975.650000,Harvest,NEG,16168
MD,M,>=2,2008,2009,,472244.010000,4503842.870000,Harvest,NEG,16160
MD,M,1,2008,2009,,472965.180000,4488400.170000,Harvest,NEG,16155
MD,M,>=2,2008,2009,,473749.210000,4490806.480000,Harvest,NEG,16305
MD,F,>=2,2008,2009,,473951.070000,4509359.760000,Harvest,NEG,16311
MD,M,>=2,2008,2009,,473951.070000,4509359.760000,Harvest,NEG,16311
MD,F,1,2008,2009,,474560.440000,4490033.260000,Harvest,NEG,16305
MD,F,1,2008,2009,,474560.440000,4490033.260000,Harvest,NEG,16305
MD,M,>=2,2008,2009,,475325.150000,4533094.700000,Harvest,NEG,16319
MD,M,>=2,2008,2009,,475508.350000,4518310.280000,Harvest,NEG,16314
MD,M,>=2,2008,2009,,475707.700000,4458136.760000,Harvest,NEG,16294
MD,M,>=2,2008,2009,,475948.820000,4469281.000000,Harvest,NEG,16298
MD,F,>=2,2008,2009,,476027.520000,4480410.110000,Harvest,NEG,16450
MD,M,>=2,2008,2009,,476350.140000,4498346.740000,Harvest,NEG,16456
MD,F,>=2,2008,2009,,476365.550000,4499150.310000,Harvest,NEG,16457
MD,M,>=2,2008,2009,,476568.910000,4458124.830000,Harvest,NEG,16443
MD,F,>=2,2008,2009,,476748.820000,4468481.000000,Harvest,NEG,16446
MD,M,>=2,2008,2009,,476900.400000,4482809.520000,Harvest,NEG,16451
MD,M,<1,2008,2009,,476922.670000,4485190.460000,Harvest,NEG,16452
MD,M,>=2,2008,2009,,476990.500000,4487667.810000,Harvest,NEG,16453
MD,M,>=2,2008,2009,,477109.610000,4505465.280000,Harvest,NEG,16459
MD,M,>=2,2008,2009,,477839.430000,4485239.150000,Harvest,NEG,16452
MD,M,<1,2008,2009,,478261.460000,4462263.360000,Harvest,NEG,16444
MD,M,>=2,2008,2009,,478631.980000,4490097.990000,Harvest,NEG,16454
MD,M,>=2,2008,2009,,478836.770000,4512618.630000,Harvest,NEG,16461
MD,M,>=2,2008,2009,,479313.870000,4478912.970000,Harvest,NEG,16599
MD,F,>=2,2008,2009,,479384.450000,4529858.440000,Harvest,NEG,16616
MD,F,>=2,2008,2009,,479435.030000,4537584.270000,Harvest,NEG,16618
MD,M,>=2,2008,2009,,479554.830000,4504685.860000,Harvest,NEG,16607
MD,M,>=2,2008,2009,,479556.860000,4509445.120000,Harvest,NEG,16609
MD,M,>=2,2008,2009,,479574.450000,4511039.490000,Harvest,NEG,16610
MD,M,>=2,2008,2009,,479574.660000,4502280.310000,Harvest,NEG,16607
MD,M,>=2,2008,2009,,479602.280000,4515094.610000,Harvest,NEG,16611
MD,M,>=2,2008,2009,,480354.830000,4503885.860000,Harvest,NEG,16607
MD,M,>=2,2008,2009,,480354.830000,4504685.860000,Harvest,NEG,16607
MD,M,>=2,2008,2009,,480567.830000,4460318.950000,Harvest,NEG,16593
MD,M,>=2,2008,2009,,480585.000000,4504384.000000,Harvest,NEG,16607
MD,M,1,2008,2009,,480958.620000,4538107.270000,Harvest,NEG,16619
MD,M,>=2,2008,2009,,481046.530000,4535521.620000,Harvest,NEG,16618
MD,M,>=2,2008,2009,,481046.530000,4535521.620000,Harvest,POS,16618
MD,M,>=2,2008,2009,,481052.750000,4536356.770000,Harvest,NEG,16618
MD,M,>=2,2008,2009,,481052.750000,4536356.770000,Harvest,NEG,16618
MD,M,1,2008,2009,,481123.640000,4499090.840000,Harvest,NEG,16606
MD,M,>=2,2008,2009,,481123.640000,4499090.840000,Harvest,NEG,16606
MD,M,>=2,2008,2009,,481145.100000,4510288.110000,Harvest,NEG,16609
MD,M,>=2,2008,2009,,481145.160000,4508678.120000,Harvest,NEG,16609
MD,M,>=2,2008,2009,,481147.080000,4503077.240000,Harvest,NEG,16607
MD,M,>=2,2008,2009,,481300.310000,4461920.780000,Harvest,POS,16593
MD,M,>=2,2008,2009,,481634.650000,4469257.360000,Harvest,NEG,16596
MD,M,>=2,2008,2009,,481708.920000,4478912.510000,Harvest,NEG,16599
MD,M,>=2,2008,2009,,481846.530000,4534721.620000,Harvest,POS,16617
MD,M,>=2,2008,2009,,481923.640000,4499890.840000,Harvest,NEG,16606
MD,M,>=2,2008,2009,,481937.690000,4501484.260000,Harvest,POS,16606
MD,M,>=2,2008,2009,,481956.310000,4507038.170000,Harvest,POS,16608
MD,M,>=2,2008,2009,,481956.310000,4507838.170000,Harvest,NEG,16608
MD,M,>=2,2008,2009,,482005.260000,4516706.820000,Harvest,NEG,16760
MD,M,>=2,2008,2009,,482100.310000,4461920.780000,Harvest,NEG,16742
MD,M,>=2,2008,2009,,482487.880000,4472473.040000,Harvest,NEG,16746
MD,M,>=2,2008,2009,,482488.100000,4469255.340000,Harvest,NEG,16745
MD,M,>=2,2008,2009,,482589.740000,4481335.110000,Harvest,NEG,16749
MD,M,1,2008,2009,,482636.180000,4482926.800000,Harvest,NEG,16749
MD,M,>=2,2008,2009,,482744.910000,4509477.900000,Harvest,NEG,16758
MD,M,>=2,2008,2009,,482750.980000,4505444.790000,Harvest,NEG,16757
MD,M,>=2,2008,2009,,483288.100000,4468455.340000,Harvest,NEG,16744
MD,M,>=2,2008,2009,,483288.100000,4469255.340000,Harvest,NEG,16745
MD,F,>=2,2008,2009,,483389.740000,4482135.110000,Harvest,NEG,16749
MD,F,>=2,2008,2009,,483436.180000,4482926.800000,Harvest,NEG,16749
MD,F,>=2,2008,2009,,483476.730000,4493401.710000,Harvest,NEG,16753
MD,M,>=2,2008,2009,,483476.730000,4493401.710000,Harvest,NEG,16753
MD,M,>=2,2008,2009,,483476.730000,4493401.710000,Harvest,NEG,16753
MD,M,>=2,2008,2009,,483531.250000,4503890.370000,Harvest,NEG,16756
MD,M,>=2,2008,2009,,483550.980000,4506244.790000,Harvest,NEG,16757
MD,F,>=2,2008,2009,,484110.290000,4470086.310000,Harvest,NEG,16745
MD,F,>=2,2008,2009,,484121.030000,4468486.920000,Harvest,NEG,16744
MD,F,>=2,2008,2009,,484235.610000,4482939.640000,Harvest,NEG,16749
MD,M,>=2,2008,2009,,484239.460000,4490102.920000,Harvest,NEG,16752
MD,M,>=2,2008,2009,,484253.530000,4490942.910000,Harvest,NEG,16752
MD,M,>=2,2008,2009,,484318.440000,4495026.240000,Harvest,NEG,16753
MD,M,<1,2008,2009,,484339.720000,4532118.600000,Harvest,NEG,16766
MD,M,>=2,2008,2009,,484343.460000,4496733.240000,Harvest,NEG,16754
MD,F,<1,2008,2009,,484349.040000,4509474.430000,Harvest,NEG,16758
MD,F,>=2,2008,2009,,484349.040000,4509474.430000,Harvest,NEG,16758
MD,F,>=2,2008,2009,,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2008,2009,,484921.030000,4469286.920000,Harvest,NEG,16745
MD,M,>=2,2008,2009,,484921.030000,4469286.920000,Harvest,POS,16745
MD,M,>=2,2008,2009,,484921.030000,4469286.920000,Harvest,POS,16745
MD,M,>=2,2008,2009,,484944.060000,4467679.690000,Harvest,NEG,16744
MD,F,>=2,2008,2009,,484986.180000,4481344.290000,Harvest,NEG,16749
MD,F,>=2,2008,2009,,484986.180000,4482144.290000,Harvest,NEG,16749
MD,M,>=2,2008,2009,,484986.180000,4482144.290000,Harvest,NEG,16749
MD,M,>=2,2008,2009,,485136.070000,4499939.620000,Harvest,NEG,16904
MD,M,>=2,2008,2009,,485136.300000,4502343.040000,Harvest,NEG,16905
MD,M,>=2,2008,2009,,485140.470000,4501540.410000,Harvest,NEG,16904
MD,M,>=2,2008,2009,,485149.040000,4508674.430000,Harvest,NEG,16907
MD,M,1,2008,2009,,485151.670000,4505455.710000,Harvest,NEG,16906
MD,F,>=2,2008,2009,,485748.280000,4469288.940000,Harvest,NEG,16894
MD,F,>=2,2008,2009,,485748.280000,4469288.940000,Harvest,POS,16894
MD,F,>=2,2008,2009,,485825.680000,4482127.610000,Harvest,NEG,16898
MD,M,>=2,2008,2009,,485825.680000,4482127.610000,Harvest,NEG,16898
MD,M,>=2,2008,2009,,485852.380000,4486127.110000,Harvest,NEG,16899
MD,M,>=2,2008,2009,,485956.220000,4498324.230000,Harvest,NEG,16903
MD,M,>=2,2008,2009,,485961.040000,4499121.620000,Harvest,NEG,16904
MD,M,>=2,2008,2009,,485961.200000,4507063.960000,Harvest,NEG,16906
MD,F,>=2,2008,2009,,485981.160000,4530306.380000,Harvest,NEG,16914
MD,M,>=2,2008,2009,,485994.220000,4531121.240000,Harvest,NEG,16914
MD,M,>=2,2008,2009,,486548.280000,4468488.940000,Harvest,POS,16893
MD,F,>=2,2008,2009,,486565.050000,4477323.940000,Harvest,NEG,16896
MD,M,>=2,2008,2009,,486625.680000,4481327.610000,Harvest,POS,16898
MD,M,>=2,2008,2009,,487426.650000,4475678.090000,Harvest,NEG,16896
MD,M,>=2,2008,2009,,488188.050000,4470051.440000,Harvest,POS,17043
MD,M,>=2,2008,2009,,488250.640000,4482123.130000,Harvest,POS,17047
MD,M,>=2,2008,2009,,491623.330000,4516651.490000,Harvest,NEG,17207
MD,M,1,2008,2009,,492352.510000,4495031.180000,Harvest,NEG,17200
MD,M,>=2,2008,2009,,493971.180000,4505397.800000,Harvest,NEG,17204
MD,M,>=2,2008,2009,,497247.150000,4509397.340000,Harvest,POS,17503
